ItemID,year,WeekIdentifier,SalesChannel,Territory,NewBasePrice,SellingStoresRatio,SalesQuantity,revenues,Category,SubCategory,Cat,SubCat,Item
UvtEpOI58,2018,50,Stores,YXX,17.89,0.0859,5.0,89.45,HZlnatsW,14iCK1vp,HZln,14iC,UvtEp
UvtEpOI58,2018,50,Stores,AXX,17.89,0.1735,19.0,339.91,HZlnatsW,14iCK1vp,HZln,14iC,UvtEp
TNoPm4w52,2018,50,Stores,AXX,21.59,0.2316,103.0,2223.77,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,TNoPm
xWuIFzs92,2018,50,Stores,YXX,22.14,0.0398,4.0,88.56,bwPDJC3m,xdDed-iG,bwPD,xdDe,xWuIF
xWuIFzs92,2018,50,Stores,AXX,22.14,0.1447999999999999,50.0,1107.0,bwPDJC3m,xdDed-iG,bwPD,xdDe,xWuIF
Sp6FmlM84,2018,50,Stores,AXX,14.01,0.6549,144.0,2017.44,xF4EZaTy,AunzRwr2,xF4E,Aunz,Sp6Fm
Xq3xDE495,2018,50,Stores,YXX,24.65,0.0592,10.0,246.5,HZlnatsW,14iCK1vp,HZln,14iC,Xq3xD
Xq3xDE495,2018,50,Stores,AXX,24.65,0.2525,48.0,1183.2,HZlnatsW,14iCK1vp,HZln,14iC,Xq3xD
tRyeRGg12,2018,50,Stores,YXX,14.91,0.0462,10.0,149.1,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,tRyeR
tRyeRGg12,2018,50,Stores,AXX,19.23,0.366,55.0,1057.65,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,tRyeR
Sp6FmlM84,2018,50,Stores,YXX,13.46,0.1324,12.0,161.52,xF4EZaTy,AunzRwr2,xF4E,Aunz,Sp6Fm
KgZOD-E16,2018,50,Stores,YXX,24.68,0.0119,2.0,49.36,HZlnatsW,OzTP0IWS,HZln,OzTP,KgZOD
Qb2HtMQ94,2018,50,Stores,AXX,14.23,0.6736000000000001,79.0,1124.17,HZlnatsW,yo2ZtUyf,HZln,yo2Z,Qb2Ht
GfgvS-U47,2018,50,Stores,YXX,20.87,0.0599,4.0,83.48,HZlnatsW,OzTP0IWS,HZln,OzTP,GfgvS
GfgvS-U47,2018,50,Stores,AXX,20.87,0.087,21.0,438.27,HZlnatsW,OzTP0IWS,HZln,OzTP,GfgvS
j24Yqy859,2018,50,Stores,YXX,20.86,0.0594,7.0,146.02,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,j24Yq
j24Yqy859,2018,50,Stores,AXX,20.86,0.2345999999999999,40.0,834.4,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,j24Yq
Qb2HtMQ94,2018,50,Stores,YXX,18.91,0.0324,4.0,75.64,HZlnatsW,yo2ZtUyf,HZln,yo2Z,Qb2Ht
jY0LIAk94,2018,50,Stores,YXX,15.05,0.1652,15.0,225.75,HZlnatsW,yo2ZtUyf,HZln,yo2Z,jY0LI
jY0LIAk94,2018,50,Stores,AXX,15.05,0.9694,112.0,1685.6,HZlnatsW,yo2ZtUyf,HZln,yo2Z,jY0LI
st4x5iI52,2018,50,Stores,YXX,25.92,0.0561,14.0,362.88,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,st4x5
st4x5iI52,2018,50,Stores,AXX,25.92,0.4324,125.0,3240.0,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,st4x5
te5tHWY15,2018,50,Stores,AXX,21.17,0.1129,13.0,275.21,xF4EZaTy,AunzRwr2,xF4E,Aunz,te5tH
2TeO2yY67,2018,50,Stores,AXX,23.77,0.1651,11.0,261.47,xF4EZaTy,AunzRwr2,xF4E,Aunz,2TeO2
Qyk4f6k79,2018,50,Stores,YXX,25.86,0.0628,7.0,181.02,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,Qyk4f
Qyk4f6k79,2018,50,Stores,AXX,25.86,0.2797,45.0,1163.7,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,Qyk4f
8zyNido65,2018,50,Stores,YXX,22.83,0.024,4.0,91.32,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,8zyNi
8zyNido65,2018,50,Stores,AXX,16.48,0.1424,17.0,280.16,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,8zyNi
q3ykGyU23,2018,50,Stores,AXX,17.33,0.1553,22.0,381.26,H80alU8y,qE16z6jO,H80a,qE16,q3ykG
2TeO2yY67,2018,50,Stores,YXX,23.77,0.0179,6.0,142.62,xF4EZaTy,AunzRwr2,xF4E,Aunz,2TeO2
SC3SohA28,2018,50,Stores,YXX,17.52,0.1172999999999999,15.0,262.8,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,SC3So
SC3SohA28,2018,50,Stores,AXX,17.52,0.5589000000000001,128.0,2242.56,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,SC3So
-Wz4IhI48,2018,50,Stores,YXX,20.08,0.0989,3.0,60.24,xF4EZaTy,AunzRwr2,xF4E,Aunz,-Wz4I
-Wz4IhI48,2018,50,Stores,AXX,16.28,0.3439,70.0,1139.6,xF4EZaTy,AunzRwr2,xF4E,Aunz,-Wz4I
PLlmQh411,2018,50,Stores,YXX,29.66,0.1072,10.0,296.6,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,PLlmQ
PLlmQh411,2018,50,Stores,AXX,29.66,0.2865,65.0,1927.9,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,PLlmQ
PhF8UNg40,2018,50,Stores,YXX,18.46,0.042,4.0,73.84,bwPDJC3m,xdDed-iG,bwPD,xdDe,PhF8U
PhF8UNg40,2018,50,Stores,AXX,18.46,0.1059,12.0,221.52,bwPDJC3m,xdDed-iG,bwPD,xdDe,PhF8U
KgZOD-E16,2018,50,Stores,AXX,21.98,0.1667,31.0,681.38,HZlnatsW,OzTP0IWS,HZln,OzTP,KgZOD
bPFo3P425,2018,50,Stores,YXX,22.98,0.0418,7.0,160.86,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,bPFo3
bPFo3P425,2018,50,Stores,AXX,22.98,0.1768,46.0,1057.08,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,bPFo3
0dq3H-w55,2018,50,Stores,YXX,25.29,0.0499,6.0,151.74,H80alU8y,qE16z6jO,H80a,qE16,0dq3H
0dq3H-w55,2018,50,Stores,AXX,25.29,0.0842,21.0,531.09,H80alU8y,qE16z6jO,H80a,qE16,0dq3H
r6WqKxM62,2018,50,Stores,YXX,18.36,0.077,8.0,146.88,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,r6WqK
r6WqKxM62,2018,50,Stores,AXX,16.68,0.3299,57.0,950.76,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,r6WqK
xIdqOfc54,2018,50,Stores,YXX,19.65,0.0693,8.0,157.2,bwPDJC3m,xdDed-iG,bwPD,xdDe,xIdqO
xIdqOfc54,2018,50,Stores,AXX,19.65,0.2661,53.0,1041.45,bwPDJC3m,xdDed-iG,bwPD,xdDe,xIdqO
DTA26yc55,2018,50,Stores,AXX,14.23,0.1585,61.0,868.03,xF4EZaTy,sldfL1J4,xF4E,sldf,DTA26
cjmpz8Y13,2018,50,Stores,YXX,25.44,0.0825,9.0,228.96,H80alU8y,qE16z6jO,H80a,qE16,cjmpz
cjmpz8Y13,2018,50,Stores,AXX,25.44,0.2651,54.0,1373.76,H80alU8y,qE16z6jO,H80a,qE16,cjmpz
Sql_L9E96,2018,50,Stores,YXX,16.35,0.1806,24.0,392.4,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,Sql_L
Sql_L9E96,2018,50,Stores,AXX,16.35,0.5397,111.0,1814.85,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,Sql_L
TCdh0OY88,2018,50,Stores,AXX,23.53,0.3039,65.0,1529.45,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,TCdh0
DTA26yc55,2018,50,Stores,YXX,13.91,0.0298,4.0,55.64,xF4EZaTy,sldfL1J4,xF4E,sldf,DTA26
elEGl0E88,2018,50,Stores,YXX,20.36,0.0661,9.0,183.24,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,elEGl
elEGl0E88,2018,50,Stores,AXX,13.68,0.5236,79.0,1080.72,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,elEGl
HlvPK9g64,2018,50,Stores,YXX,17.03,0.0069,4.0,68.12,xF4EZaTy,sldfL1J4,xF4E,sldf,HlvPK
HlvPK9g64,2018,50,Stores,AXX,20.13,0.2457,30.0,603.9,xF4EZaTy,sldfL1J4,xF4E,sldf,HlvPK
I4t3gpQ29,2018,50,Stores,YXX,15.91,0.0803,4.0,63.64,xF4EZaTy,sldfL1J4,xF4E,sldf,I4t3g
I4t3gpQ29,2018,50,Stores,AXX,19.23,0.3004,36.0,692.28,xF4EZaTy,sldfL1J4,xF4E,sldf,I4t3g
KJmaNg475,2018,50,Stores,YXX,27.68,0.0,5.0,138.4,HZlnatsW,OzTP0IWS,HZln,OzTP,KJmaN
KJmaNg475,2018,50,Stores,AXX,20.98,0.0428,16.0,335.68,HZlnatsW,OzTP0IWS,HZln,OzTP,KJmaN
lKMCdMY54,2018,50,Stores,YXX,20.74,0.1341999999999999,20.0,414.8,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,lKMCd
lKMCdMY54,2018,50,Stores,AXX,20.74,0.6127,122.0,2530.28,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,lKMCd
ASB7BNc89,2018,50,Stores,YXX,15.91,0.1887,19.0,302.29,HZlnatsW,yo2ZtUyf,HZln,yo2Z,ASB7B
ASB7BNc89,2018,50,Stores,AXX,16.23,0.8504,179.0,2905.17,HZlnatsW,yo2ZtUyf,HZln,yo2Z,ASB7B
28sj_po12,2018,50,Stores,YXX,23.08,0.015,4.0,92.32,xF4EZaTy,AunzRwr2,xF4E,Aunz,28sj_
28sj_po12,2018,50,Stores,AXX,18.28,0.1111,27.0,493.56,xF4EZaTy,AunzRwr2,xF4E,Aunz,28sj_
71RuYuI54,2018,50,Stores,YXX,20.9,0.0719,4.0,83.6,bwPDJC3m,xdDed-iG,bwPD,xdDe,71RuY
71RuYuI54,2018,50,Stores,AXX,20.9,0.1915,32.0,668.8,bwPDJC3m,xdDed-iG,bwPD,xdDe,71RuY
Y6BLsSQ30,2018,50,Stores,YXX,19.85,0.0548,5.0,99.25,HZlnatsW,OzTP0IWS,HZln,OzTP,Y6BLs
Y6BLsSQ30,2018,50,Stores,AXX,19.85,0.2002999999999999,28.0,555.8,HZlnatsW,OzTP0IWS,HZln,OzTP,Y6BLs
21B8XZk74,2018,50,Stores,YXX,13.36,0.0607,6.0,80.16,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,21B8X
21B8XZk74,2018,50,Stores,AXX,15.68,0.172,23.0,360.64,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,21B8X
LW3ETFg75,2018,50,Stores,YXX,20.48,0.0603999999999999,20.0,409.6,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,LW3ET
LW3ETFg75,2018,50,Stores,AXX,14.58,0.7348,215.0,3134.7,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,LW3ET
5bEtm6430,2018,50,Stores,YXX,20.94,0.0384,7.0,146.58,xF4EZaTy,AunzRwr2,xF4E,Aunz,5bEtm
5bEtm6430,2018,50,Stores,AXX,20.94,0.3714,41.0,858.54,xF4EZaTy,AunzRwr2,xF4E,Aunz,5bEtm
dtYQMwk84,2018,50,Stores,AXX,22.99,0.1594,43.0,988.57,bwPDJC3m,xdDed-iG,bwPD,xdDe,dtYQM
wB6uRQI44,2018,50,Stores,YXX,18.84,0.001,2.0,37.68,HZlnatsW,yo2ZtUyf,HZln,yo2Z,wB6uR
wB6uRQI44,2018,50,Stores,AXX,18.84,0.1236,17.0,320.28,HZlnatsW,yo2ZtUyf,HZln,yo2Z,wB6uR
OldxBNE85,2018,50,Stores,YXX,20.72,0.1087,7.0,145.04,xF4EZaTy,AunzRwr2,xF4E,Aunz,OldxB
OldxBNE85,2018,50,Stores,AXX,20.72,0.5789,92.0,1906.24,xF4EZaTy,AunzRwr2,xF4E,Aunz,OldxB
9C_KRCs69,2018,50,Stores,YXX,16.83,0.1147999999999999,6.0,100.98,HZlnatsW,yo2ZtUyf,HZln,yo2Z,9C_KR
9C_KRCs69,2018,50,Stores,AXX,17.48,0.5934,22.0,384.56,HZlnatsW,yo2ZtUyf,HZln,yo2Z,9C_KR
tfmHJH868,2018,50,Stores,YXX,23.77,0.133,11.0,261.47,H80alU8y,qE16z6jO,H80a,qE16,tfmHJ
tfmHJH868,2018,50,Stores,AXX,23.77,0.4286,67.0,1592.59,H80alU8y,qE16z6jO,H80a,qE16,tfmHJ
hQjJxUI52,2018,50,Stores,YXX,12.8,0.0721,10.0,128.0,xF4EZaTy,sldfL1J4,xF4E,sldf,hQjJx
hQjJxUI52,2018,50,Stores,AXX,12.8,0.5385,68.0,870.4,xF4EZaTy,sldfL1J4,xF4E,sldf,hQjJx
41cRdKw26,2018,50,Stores,AXX,12.11,0.214,14.0,169.54,xF4EZaTy,AunzRwr2,xF4E,Aunz,41cRd
dtYQMwk84,2018,50,Stores,YXX,22.99,0.0599,3.0,68.97,bwPDJC3m,xdDed-iG,bwPD,xdDe,dtYQM
QDTwTYo13,2018,50,Stores,AXX,15.93,0.075,2.0,31.86,xF4EZaTy,sldfL1J4,xF4E,sldf,QDTwT
4qXcqDw28,2018,50,Stores,YXX,18.43,0.0764,17.0,313.31,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,4qXcq
4qXcqDw28,2018,50,Stores,AXX,18.43,0.6880999999999999,165.0,3040.95,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,4qXcq
P4cCzc039,2018,50,Stores,YXX,24.82,0.019,5.0,124.1,HZlnatsW,yo2ZtUyf,HZln,yo2Z,P4cCz
52EVihM31,2018,50,Stores,YXX,22.86,0.0607,6.0,137.16,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,52EVi
52EVihM31,2018,50,Stores,AXX,22.86,0.2972,108.0,2468.88,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,52EVi
nyL0HxM97,2018,50,Stores,YXX,20.76,0.0893,9.0,186.84,HZlnatsW,yo2ZtUyf,HZln,yo2Z,nyL0H
nyL0HxM97,2018,50,Stores,AXX,22.73,0.2458,37.0,841.01,HZlnatsW,yo2ZtUyf,HZln,yo2Z,nyL0H
P4cCzc039,2018,50,Stores,AXX,24.82,0.0872,8.0,198.56,HZlnatsW,yo2ZtUyf,HZln,yo2Z,P4cCz
WEyHpmw12,2018,50,Stores,YXX,20.48,0.0629,3.0,61.44,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,WEyHp
WEyHpmw12,2018,50,Stores,AXX,14.58,0.1505,24.0,349.92,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,WEyHp
qkyuBKM89,2018,50,Stores,AXX,17.48,0.245,18.0,314.64,HZlnatsW,yo2ZtUyf,HZln,yo2Z,qkyuB
S0XbYsU43,2018,50,Stores,AXX,22.68,0.2851,67.0,1519.56,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,S0XbY
S0XbYsU43,2018,50,Stores,YXX,22.68,0.0557,7.0,158.76,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,S0XbY
qkyuBKM89,2018,50,Stores,YXX,20.83,0.0817,4.0,83.32,HZlnatsW,yo2ZtUyf,HZln,yo2Z,qkyuB
Gc32oYA87,2018,50,Stores,AXX,13.58,0.7449,200.0,2716.0,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,Gc32o
Gc32oYA87,2018,50,Stores,YXX,14.48,0.1531,20.0,289.6,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,Gc32o
BtTWel079,2018,51,Stores,YXX,17.11,0.1331,9.0,153.99,xF4EZaTy,AunzRwr2,xF4E,Aunz,BtTWe
BtTWel079,2018,51,Stores,AXX,12.88,0.82255,127.0,1635.76,xF4EZaTy,AunzRwr2,xF4E,Aunz,BtTWe
pKAOJM066,2018,51,Stores,AXX,20.48,0.5681,100.0,2048.0,xF4EZaTy,AunzRwr2,xF4E,Aunz,pKAOJ
4uO4Noo46,2018,51,Stores,YXX,20.16,0.0681,14.0,282.24,xF4EZaTy,AunzRwr2,xF4E,Aunz,4uO4N
pKAOJM066,2018,51,Stores,YXX,20.48,0.0535,9.0,184.32,xF4EZaTy,AunzRwr2,xF4E,Aunz,pKAOJ
4uO4Noo46,2018,51,Stores,AXX,17.03,0.3387,105.0,1788.15,xF4EZaTy,AunzRwr2,xF4E,Aunz,4uO4N
ZBeEZhA30,2018,51,Stores,YXX,30.51,0.0248,4.0,122.04,HZlnatsW,yo2ZtUyf,HZln,yo2Z,ZBeEZ
ZBeEZhA30,2018,51,Stores,AXX,30.51,0.271,40.0,1220.4,HZlnatsW,yo2ZtUyf,HZln,yo2Z,ZBeEZ
3fb0rJg41,2018,51,Stores,AXX,25.5,0.3457,21.0,535.5,HZlnatsW,14iCK1vp,HZln,14iC,3fb0r
yYAY5pI85,2018,51,Stores,YXX,24.33,0.0846,7.0,170.31,HZlnatsW,yo2ZtUyf,HZln,yo2Z,yYAY5
yYAY5pI85,2018,51,Stores,AXX,22.08,0.4883,21.0,463.68,HZlnatsW,yo2ZtUyf,HZln,yo2Z,yYAY5
j7pEj5Q10,2018,51,Stores,YXX,25.23,0.0108,6.0,151.38,bwPDJC3m,xdDed-iG,bwPD,xdDe,j7pEj
j7pEj5Q10,2018,51,Stores,AXX,25.23,0.1694999999999999,34.0,857.82,bwPDJC3m,xdDed-iG,bwPD,xdDe,j7pEj
KmDY-V888,2018,51,Stores,YXX,21.48,0.0608,7.0,150.36,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,KmDY-
KmDY-V888,2018,51,Stores,AXX,15.58,0.1628,23.0,358.34,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,KmDY-
HQj3Vyg67,2018,51,Stores,YXX,19.16,0.0528,6.0,114.96,xF4EZaTy,AunzRwr2,xF4E,Aunz,HQj3V
HQj3Vyg67,2018,51,Stores,AXX,15.03,0.3334,49.0,736.47,xF4EZaTy,AunzRwr2,xF4E,Aunz,HQj3V
zRHlAfA74,2018,51,Stores,YXX,24.21,0.1349,13.0,314.73,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,zRHlA
zRHlAfA74,2018,51,Stores,AXX,17.18,0.5259,129.0,2216.22,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,zRHlA
3fb0rJg41,2018,51,Stores,YXX,25.5,0.0117,6.0,153.0,HZlnatsW,14iCK1vp,HZln,14iC,3fb0r
Y__4RRM95,2018,51,Stores,AXX,20.78,0.1211,9.0,187.02,bwPDJC3m,xdDed-iG,bwPD,xdDe,Y__4R
cWaS69427,2018,51,Stores,YXX,19.96,0.0608,4.0,79.84,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,cWaS6
cWaS69427,2018,51,Stores,AXX,19.38,0.1989,31.0,600.78,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,cWaS6
9n_f9g417,2018,51,Stores,AXX,24.56,0.0991,13.0,319.28,bwPDJC3m,xdDed-iG,bwPD,xdDe,9n_f9
0buNITk59,2018,51,Stores,YXX,25.16,0.0327,2.0,50.32,xF4EZaTy,UIpuKoxR,xF4E,UIpu,0buNI
0buNITk59,2018,51,Stores,AXX,25.16,0.1745,25.0,629.0,xF4EZaTy,UIpuKoxR,xF4E,UIpu,0buNI
E-x_2EA52,2018,51,Stores,YXX,15.91,0.0956,19.0,302.29,xF4EZaTy,sldfL1J4,xF4E,sldf,E-x_2
E-x_2EA52,2018,51,Stores,AXX,19.23,0.7376,132.0,2538.36,xF4EZaTy,sldfL1J4,xF4E,sldf,E-x_2
9n_f9g417,2018,51,Stores,YXX,24.56,0.0149,7.0,171.92,bwPDJC3m,xdDed-iG,bwPD,xdDe,9n_f9
KgZOD-E16,2018,51,Stores,YXX,25.68,0.0379,7.0,179.76,HZlnatsW,OzTP0IWS,HZln,OzTP,KgZOD
KgZOD-E16,2018,51,Stores,AXX,24.98,0.1673,29.0,724.42,HZlnatsW,OzTP0IWS,HZln,OzTP,KgZOD
aDUQ3Mw67,2018,51,Stores,YXX,14.11,0.1381,9.0,126.99,xF4EZaTy,AunzRwr2,xF4E,Aunz,aDUQ3
aDUQ3Mw67,2018,51,Stores,AXX,11.88,0.8058,168.0,1995.84,xF4EZaTy,AunzRwr2,xF4E,Aunz,aDUQ3
R1lZ3Mw17,2018,51,Stores,AXX,16.96,0.6311,154.0,2611.84,bwPDJC3m,xdDed-iG,bwPD,xdDe,R1lZ3
0xsTgc810,2018,51,Stores,AXX,22.69,0.0493,17.0,385.73,bwPDJC3m,xdDed-iG,bwPD,xdDe,0xsTg
He0fYYc63,2018,51,Stores,AXX,19.28,0.3932,21.0,404.88,HZlnatsW,yo2ZtUyf,HZln,yo2Z,He0fY
b1gjvDw99,2018,51,Stores,YXX,15.37,0.071,4.0,61.48,HZlnatsW,14iCK1vp,HZln,14iC,b1gjv
b1gjvDw99,2018,51,Stores,AXX,15.37,0.1631,12.0,184.44,HZlnatsW,14iCK1vp,HZln,14iC,b1gjv
ZYjRHes44,2018,51,Stores,YXX,15.91,0.007,5.0,79.55,xF4EZaTy,AunzRwr2,xF4E,Aunz,ZYjRH
ZYjRHes44,2018,51,Stores,AXX,12.23,0.1145,12.0,146.76,xF4EZaTy,AunzRwr2,xF4E,Aunz,ZYjRH
Y__4RRM95,2018,51,Stores,YXX,20.78,0.092,2.0,41.56,bwPDJC3m,xdDed-iG,bwPD,xdDe,Y__4R
iSYSVeg53,2018,51,Stores,YXX,17.84,0.1123,6.0,107.04,xF4EZaTy,sldfL1J4,xF4E,sldf,iSYSV
iSYSVeg53,2018,51,Stores,AXX,17.84,0.3192,49.0,874.16,xF4EZaTy,sldfL1J4,xF4E,sldf,iSYSV
h4NaW1c90,2018,51,Stores,YXX,20.21,0.0155,5.0,101.05,xF4EZaTy,AunzRwr2,xF4E,Aunz,h4NaW
h4NaW1c90,2018,51,Stores,AXX,20.21,0.5751,110.0,2223.1,xF4EZaTy,AunzRwr2,xF4E,Aunz,h4NaW
b67FgJw34,2018,51,Stores,AXX,12.78,0.0,1.0,12.78,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,b67Fg
kNpVu2o59,2018,51,Stores,YXX,22.75,0.085,4.0,91.0,bwPDJC3m,xdDed-iG,bwPD,xdDe,kNpVu
kNpVu2o59,2018,51,Stores,AXX,22.75,0.135,22.0,500.5,bwPDJC3m,xdDed-iG,bwPD,xdDe,kNpVu
He0fYYc63,2018,51,Stores,YXX,22.08,0.0719,2.0,44.16,HZlnatsW,yo2ZtUyf,HZln,yo2Z,He0fY
4pI2GV416,2018,51,Stores,YXX,16.26,0.0909,7.0,113.82,xF4EZaTy,AunzRwr2,xF4E,Aunz,4pI2G
Nu2F6bg89,2018,51,Stores,YXX,22.72,0.0401,12.0,272.64,bwPDJC3m,xdDed-iG,bwPD,xdDe,Nu2F6
Nu2F6bg89,2018,51,Stores,AXX,22.72,0.6864,156.0,3544.32,bwPDJC3m,xdDed-iG,bwPD,xdDe,Nu2F6
9o87bMc84,2018,51,Stores,YXX,17.91,0.0762,6.0,107.46,HZlnatsW,yo2ZtUyf,HZln,yo2Z,9o87b
CzbHWb461,2018,51,Stores,YXX,18.08,0.0641,11.0,198.88,xF4EZaTy,UIpuKoxR,xF4E,UIpu,CzbHW
9o87bMc84,2018,51,Stores,AXX,19.23,0.26,23.0,442.29,HZlnatsW,yo2ZtUyf,HZln,yo2Z,9o87b
oZKoYOU30,2018,51,Stores,YXX,20.76,0.1222999999999999,10.0,207.6,HZlnatsW,yo2ZtUyf,HZln,yo2Z,oZKoY
oZKoYOU30,2018,51,Stores,AXX,22.73,0.9587,34.0,772.82,HZlnatsW,yo2ZtUyf,HZln,yo2Z,oZKoY
CzbHWb461,2018,51,Stores,AXX,22.28,0.5582,77.0,1715.56,xF4EZaTy,UIpuKoxR,xF4E,UIpu,CzbHW
_A664_412,2018,51,Stores,YXX,24.19,0.0407,8.0,193.52,H80alU8y,qE16z6jO,H80a,qE16,_A664
_A664_412,2018,51,Stores,AXX,24.19,0.3895,67.0,1620.73,H80alU8y,qE16z6jO,H80a,qE16,_A664
Omiysc072,2018,51,Stores,AXX,19.38,0.2141,43.0,833.34,HZlnatsW,14iCK1vp,HZln,14iC,Omiys
X-_5Zeo12,2018,51,Stores,AXX,24.3,0.1284,13.0,315.9,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,X-_5Z
X-_5Zeo12,2018,51,Stores,YXX,24.3,0.0889,6.0,145.8,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,X-_5Z
NWpKkFc27,2018,51,Stores,YXX,16.96,0.092,14.0,237.44,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,NWpKk
NWpKkFc27,2018,51,Stores,AXX,16.38,0.408,122.0,1998.36,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,NWpKk
VDFm0X892,2018,51,Stores,YXX,16.46,0.1151,17.0,279.82,xF4EZaTy,AunzRwr2,xF4E,Aunz,VDFm0
VDFm0X892,2018,51,Stores,AXX,13.01,0.726,229.0,2979.29,xF4EZaTy,AunzRwr2,xF4E,Aunz,VDFm0
Wxxywwg72,2018,51,Stores,YXX,20.66,0.0733999999999999,4.0,82.64,bwPDJC3m,xdDed-iG,bwPD,xdDe,Wxxyw
Wxxywwg72,2018,51,Stores,AXX,20.66,0.3369999999999999,62.0,1280.92,bwPDJC3m,xdDed-iG,bwPD,xdDe,Wxxyw
KrTM96w51,2018,51,Stores,AXX,23.28,0.2706,53.0,1233.84,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,KrTM9
o1xNODo70,2018,51,Stores,YXX,17.95,0.0089,5.0,89.75,xF4EZaTy,AunzRwr2,xF4E,Aunz,o1xNO
o1xNODo70,2018,51,Stores,AXX,17.95,0.1048,27.0,484.65,xF4EZaTy,AunzRwr2,xF4E,Aunz,o1xNO
KrTM96w51,2018,51,Stores,YXX,19.08,0.0785,9.0,171.72,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,KrTM9
s86mqGM55,2018,51,Stores,YXX,21.42,0.0881,9.0,192.78,bwPDJC3m,xdDed-iG,bwPD,xdDe,s86mq
s86mqGM55,2018,51,Stores,AXX,21.42,0.3803,83.0,1777.86,bwPDJC3m,xdDed-iG,bwPD,xdDe,s86mq
97LHMGQ83,2018,51,Stores,YXX,20.11,0.1164,8.0,160.88,H80alU8y,qE16z6jO,H80a,qE16,97LHM
97LHMGQ83,2018,51,Stores,AXX,20.11,0.2851,52.0,1045.72,H80alU8y,qE16z6jO,H80a,qE16,97LHM
7J5CXrU28,2018,51,Stores,AXX,24.86,0.1913,32.0,795.52,xF4EZaTy,AunzRwr2,xF4E,Aunz,7J5CX
4pI2GV416,2018,51,Stores,AXX,16.26,0.1681,39.0,634.14,xF4EZaTy,AunzRwr2,xF4E,Aunz,4pI2G
OqBDsac45,2018,51,Stores,YXX,20.98,0.102,14.0,293.72,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,OqBDs
OqBDsac45,2018,51,Stores,AXX,20.98,0.4571,103.0,2160.94,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,OqBDs
Ehc_Blo65,2018,51,Stores,AXX,18.56,0.226,12.0,222.72,HZlnatsW,yo2ZtUyf,HZln,yo2Z,Ehc_B
grcWcmA91,2018,51,Stores,YXX,21.09,0.0869,4.0,84.36,HZlnatsW,14iCK1vp,HZln,14iC,grcWc
